Timestamp,Events_or_Holidays,Day_of_Week,Total_Customers,Reservation_Number,Walkin_Number,Revenue
2022-01-13 12:00:00,,Thursday,165,111,54,4178.749761302904
2022-01-13 13:00:00,,Thursday,196,39,157,3897.9641885287815
2022-01-13 14:00:00,,Thursday,218,218,0,3212.252581725434
2022-01-13 15:00:00,,Thursday,182,76,106,4366.712121506139
2022-01-13 16:00:00,,Thursday,143,73,70,1428.5389316302112
2022-01-13 17:00:00,,Thursday,232,227,5,6208.8118202262
2022-01-13 18:00:00,,Thursday,211,74,137,5432.036895228439
2022-01-13 19:00:00,,Thursday,219,26,193,5162.060879753352
2022-01-13 20:00:00,,Thursday,210,86,124,3915.288757601405
2022-01-13 21:00:00,,Thursday,145,55,90,2150.5213503925843
2022-01-13 22:00:00,,Thursday,176,40,136,2219.444224334954
2022-01-14 11:00:00,,Friday,165,5,160,2820.436105942156
2022-01-14 12:00:00,,Friday,181,56,125,2550.3503730693637
2022-01-14 13:00:00,,Friday,197,95,102,2474.197624937995
2022-01-14 14:00:00,,Friday,128,18,110,3001.5310295229997
2022-01-14 15:00:00,,Friday,43,19,24,331.15160534479287
2022-01-14 16:00:00,,Friday,8,2,6,193.22893920707926
2022-01-14 17:00:00,,Friday,191,10,181,2721.673972184024
2022-01-14 18:00:00,,Friday,222,222,0,4684.12500902279
2022-01-14 19:00:00,,Friday,151,6,145,2404.3141286906584
2022-01-14 20:00:00,,Friday,192,86,106,1403.3418735678315
2022-01-14 21:00:00,,Friday,128,91,37,2182.4433256874227
2022-01-14 22:00:00,,Friday,155,87,68,1478.4251766214209
2022-01-15 11:00:00,,Saturday,137,64,73,3158.9924712620127
2022-01-15 12:00:00,,Saturday,197,30,167,3138.746913748228
2022-01-15 13:00:00,,Saturday,134,55,79,1950.2773150678725
2022-01-15 14:00:00,,Saturday,149,21,128,3154.204859882341
2022-01-15 15:00:00,,Saturday,135,72,63,1815.0330564710403
2022-01-15 16:00:00,,Saturday,227,220,7,4388.05558474616
2022-01-15 17:00:00,,Saturday,194,157,37,5002.1843951153705
2022-01-15 18:00:00,,Saturday,158,46,112,2223.073315321459
2022-01-15 19:00:00,,Saturday,225,9,216,5558.238159671466
2022-01-15 20:00:00,,Saturday,190,59,131,4869.365881556177
2022-01-15 21:00:00,,Saturday,126,120,6,2632.707001027796
2022-01-15 22:00:00,,Saturday,156,62,94,2732.9893820260854
2022-01-16 11:00:00,,Sunday,130,129,1,3444.681910752447
2022-01-16 12:00:00,,Sunday,148,46,102,3223.086081406974
2022-01-16 13:00:00,,Sunday,202,14,188,5174.78547146491
2022-01-16 14:00:00,,Sunday,235,75,160,3212.399675961572
2022-01-16 15:00:00,,Sunday,135,84,51,1635.1232669595008
2022-01-16 16:00:00,,Sunday,215,6,209,5584.201198654529
2022-01-16 17:00:00,,Sunday,138,10,128,943.9137095213565
2022-01-16 18:00:00,,Sunday,247,82,165,4326.652105058671
2022-01-16 19:00:00,,Sunday,208,183,25,2049.939731251632
2022-01-16 20:00:00,,Sunday,188,139,49,2489.7358114246454
2022-01-16 21:00:00,,Sunday,186,108,78,1543.7146309574962
2022-01-16 22:00:00,,Sunday,161,151,10,1620.291489480394
2022-01-17 11:00:00,,Monday,244,142,102,2017.7645646567926
2022-01-17 12:00:00,,Monday,197,169,28,4306.7969193227445
2022-01-17 13:00:00,,Monday,192,171,21,1639.8481607793187
2022-01-17 14:00:00,,Monday,152,112,40,1459.2643928240257
2022-01-17 15:00:00,,Monday,145,107,38,1091.9110657472445
2022-01-17 16:00:00,,Monday,89,41,48,1271.9751335148003
2022-01-17 17:00:00,,Monday,200,22,178,1601.026836386751
2022-01-17 18:00:00,,Monday,173,67,106,1835.1128085698617
2022-01-17 19:00:00,,Monday,190,49,141,5073.025479223589
2022-01-17 20:00:00,,Monday,188,150,38,1486.763215109357
2022-01-17 21:00:00,,Monday,189,161,28,3126.463743085095
2022-01-17 22:00:00,,Monday,151,106,45,3696.876105710514
2022-01-18 11:00:00,,Tuesday,244,173,71,2041.993938477301
2022-01-18 12:00:00,,Tuesday,132,34,98,2955.123162768591
2022-01-18 13:00:00,,Tuesday,139,6,133,1473.3586255625485
2022-01-18 14:00:00,,Tuesday,134,43,91,1581.4691817521384
2022-01-18 15:00:00,,Tuesday,1,1,0,18.524853189429923
2022-01-18 16:00:00,,Tuesday,45,30,15,751.7172528979124
2022-01-18 17:00:00,,Tuesday,189,155,34,4775.914399184281
2022-01-18 18:00:00,,Tuesday,185,179,6,3939.9261730915305
2022-01-18 19:00:00,,Tuesday,238,193,45,2218.339313723135
2022-01-18 20:00:00,,Tuesday,229,137,92,6011.129723003537
2022-01-18 21:00:00,,Tuesday,146,51,95,3455.851271453484
2022-01-18 22:00:00,,Tuesday,160,78,82,1269.8808140684255
2022-01-19 11:00:00,,Wednesday,131,119,12,1174.2519059664683
2022-01-19 12:00:00,,Wednesday,210,38,172,5546.873611811618
2022-01-19 13:00:00,,Wednesday,229,140,89,2518.272165252013
2022-01-19 14:00:00,,Wednesday,129,58,71,1532.9602437548008
2022-01-19 15:00:00,,Wednesday,176,169,7,2080.724652717516
2022-01-19 16:00:00,,Wednesday,53,46,7,1061.0986909298445
2022-01-19 17:00:00,,Wednesday,150,39,111,2374.7799376624776
2022-01-19 18:00:00,,Wednesday,196,110,86,3278.1931311722255
2022-01-19 19:00:00,,Wednesday,170,136,34,3650.659317382702
2022-01-19 20:00:00,,Wednesday,199,26,173,3387.419868056101
2022-01-19 21:00:00,,Wednesday,237,121,116,4995.8275182837215
2022-01-19 22:00:00,,Wednesday,175,161,14,2636.8801257595014
2022-01-20 11:00:00,,Thursday,157,19,138,2828.9865986294662
2022-01-20 12:00:00,,Thursday,130,5,125,1483.0636278306063
2022-01-20 13:00:00,,Thursday,217,2,215,2849.9685754375623
2022-01-20 14:00:00,,Thursday,220,145,75,4638.994638910457
2022-01-20 15:00:00,,Thursday,90,43,47,1756.3165906440684
2022-01-20 16:00:00,,Thursday,136,18,118,2933.9111456690503
2022-01-20 17:00:00,,Thursday,157,82,75,2157.1909605661735
2022-01-20 18:00:00,,Thursday,188,102,86,3994.2209597711176
2022-01-20 19:00:00,,Thursday,152,103,49,2329.8278834820867
2022-01-20 20:00:00,,Thursday,231,88,143,4372.370740753939
2022-01-20 21:00:00,,Thursday,157,154,3,3931.3313432484524
2022-01-20 22:00:00,,Thursday,186,67,119,4457.854558191801
2022-01-21 11:00:00,,Friday,249,172,77,1829.0267277096236
2022-01-21 12:00:00,,Friday,189,40,149,4818.3389244084065
2022-01-21 13:00:00,,Friday,157,17,140,2365.61922784787
2022-01-21 14:00:00,,Friday,244,7,237,3943.467714657286
2022-01-21 15:00:00,,Friday,32,26,6,584.7319789759579
2022-01-21 16:00:00,,Friday,156,34,122,2893.0359286272683
2022-01-21 17:00:00,,Friday,162,107,55,2733.184068613239
2022-01-21 18:00:00,,Friday,153,106,47,2668.3489325092064
2022-01-21 19:00:00,,Friday,158,41,117,3506.2009660447093
2022-01-21 20:00:00,,Friday,171,139,32,3470.7399168457346
2022-01-21 21:00:00,,Friday,233,182,51,4764.535539972153
2022-01-21 22:00:00,,Friday,143,140,3,2027.698376556443
2022-01-22 11:00:00,,Saturday,194,2,192,3267.1489932967656
2022-01-22 12:00:00,,Saturday,183,81,102,3697.354294328135
2022-01-22 13:00:00,,Saturday,165,109,56,1873.3736314858218
2022-01-22 14:00:00,,Saturday,132,17,115,1540.171210482098
2022-01-22 15:00:00,,Saturday,128,15,113,1232.4918591146434
2022-01-22 16:00:00,,Saturday,221,186,35,1966.4535192645458
2022-01-22 17:00:00,,Saturday,151,41,110,3717.953634591661
2022-01-22 18:00:00,,Saturday,234,51,183,3140.3829416238123
2022-01-22 19:00:00,,Saturday,238,112,126,2493.561948025221
2022-01-22 20:00:00,,Saturday,202,16,186,2138.631868162631
2022-01-22 21:00:00,,Saturday,173,54,119,3811.992757315667
2022-01-22 22:00:00,,Saturday,243,61,182,4557.025535724981
2022-01-23 11:00:00,,Sunday,236,40,196,4613.776369583487
2022-01-23 12:00:00,,Sunday,167,84,83,4195.050525712254
2022-01-23 13:00:00,,Sunday,214,26,188,3317.1759581920373
2022-01-23 14:00:00,,Sunday,193,58,135,1932.4977206224273
2022-01-23 15:00:00,,Sunday,141,14,127,1867.6173649077061
2022-01-23 16:00:00,,Sunday,231,226,5,4848.57825353661
2022-01-23 17:00:00,,Sunday,217,22,195,5250.478668075192
2022-01-23 18:00:00,,Sunday,238,233,5,4934.943488693877
2022-01-23 19:00:00,,Sunday,222,200,22,3393.563277680746
2022-01-23 20:00:00,,Sunday,207,29,178,5431.589643117782
2022-01-23 21:00:00,,Sunday,212,102,110,2722.0132724178366
2022-01-23 22:00:00,,Sunday,171,104,67,2434.81932793233
2022-01-24 11:00:00,,Monday,230,140,90,6038.390420377232
2022-01-24 12:00:00,,Monday,236,175,61,2761.927905742297
2022-01-24 13:00:00,,Monday,125,86,39,3119.6399239652355
2022-01-24 14:00:00,,Monday,179,41,138,2037.4333367546194
2022-01-24 15:00:00,,Monday,144,114,30,1928.8939019533298
2022-01-24 16:00:00,,Monday,160,53,107,3405.977500954653
2022-01-24 17:00:00,,Monday,170,155,15,3146.645066320034
2022-01-24 18:00:00,,Monday,134,70,64,2759.20936982987
2022-01-24 19:00:00,,Monday,131,45,86,2396.7411797592617
2022-01-24 20:00:00,,Monday,237,235,2,5476.871185020919
2022-01-24 21:00:00,,Monday,227,30,197,5137.180254555919
2022-01-24 22:00:00,,Monday,136,58,78,3617.067513285489
2022-01-25 11:00:00,,Tuesday,236,205,31,2167.6001176563327
2022-01-25 12:00:00,,Tuesday,169,32,137,2485.998816452427
2022-01-25 13:00:00,,Tuesday,148,49,99,3797.4304842954266
2022-01-25 14:00:00,,Tuesday,241,17,224,3657.7640541936967
2022-01-25 15:00:00,,Tuesday,190,44,146,1401.7439167116697
2022-01-25 16:00:00,,Tuesday,180,11,169,2612.616624596463
2022-01-25 17:00:00,,Tuesday,139,65,74,2615.2627136089745
2022-01-25 18:00:00,,Tuesday,232,151,81,5453.828997283843
2022-01-25 19:00:00,,Tuesday,172,110,62,3128.810076670753
2022-01-25 20:00:00,,Tuesday,167,77,90,4393.72805077201
2022-01-25 21:00:00,,Tuesday,175,116,59,4316.799763341983
2022-01-25 22:00:00,,Tuesday,172,5,167,4308.035307919856
2022-01-26 11:00:00,,Wednesday,170,63,107,3953.517869303389
2022-01-26 12:00:00,,Wednesday,226,27,199,3380.70111008376
2022-01-26 13:00:00,,Wednesday,200,154,46,1390.1989821580394
2022-01-26 14:00:00,,Wednesday,222,198,24,2784.281385061346
2022-01-26 15:00:00,,Wednesday,162,70,92,2775.7359840581744
2022-01-26 16:00:00,,Wednesday,116,97,19,1630.2794914714316
2022-01-26 17:00:00,,Wednesday,194,35,159,3664.105632247043
2022-01-26 18:00:00,,Wednesday,157,157,0,1661.4815246759338
2022-01-26 19:00:00,,Wednesday,194,6,188,1338.9521494727912
2022-01-26 20:00:00,,Wednesday,148,52,96,2049.3268973856552
2022-01-26 21:00:00,,Wednesday,147,32,115,2593.698099133232
2022-01-26 22:00:00,,Wednesday,203,91,112,5397.8754021411605
2022-01-27 11:00:00,,Thursday,217,98,119,3072.310456217314
2022-01-27 12:00:00,,Thursday,203,14,189,2556.447960440554
2022-01-27 13:00:00,,Thursday,225,135,90,3593.374119882881
2022-01-27 14:00:00,,Thursday,137,10,127,2836.0404754754504
2022-01-27 15:00:00,,Thursday,141,30,111,1669.9505100217734
2022-01-27 16:00:00,,Thursday,117,69,48,1571.2713575406851
2022-01-27 17:00:00,,Thursday,140,111,29,3451.614522087455
2022-01-27 18:00:00,,Thursday,170,114,56,4259.047098569497
2022-01-27 19:00:00,,Thursday,182,142,40,4179.045981169995
2022-01-27 20:00:00,,Thursday,189,81,108,2552.5809645020745
2022-01-27 21:00:00,,Thursday,200,184,16,1392.3614208761164
2022-01-27 22:00:00,,Thursday,211,0,211,2938.610645378736
2022-01-28 11:00:00,,Friday,249,184,65,2708.5148042946144
2022-01-28 12:00:00,,Friday,137,116,21,1274.7571576146847
2022-01-28 13:00:00,,Friday,133,92,41,1309.5664848557672
2022-01-28 14:00:00,,Friday,194,4,190,3131.688067176063
2022-01-28 15:00:00,,Friday,117,58,59,885.2500167544345
2022-01-28 16:00:00,,Friday,150,72,78,3374.4105562469986
2022-01-28 17:00:00,,Friday,224,7,217,2024.6692890321262
2022-01-28 18:00:00,,Friday,193,58,135,5069.267263157448
2022-01-28 19:00:00,,Friday,198,10,188,5276.586508314271
2022-01-28 20:00:00,,Friday,165,68,97,1905.1755611637827
2022-01-28 21:00:00,,Friday,175,154,21,1274.3348541368346
2022-01-28 22:00:00,,Friday,164,43,121,4224.115705929229
2022-01-29 11:00:00,,Saturday,224,224,0,5313.221608907219
2022-01-29 12:00:00,,Saturday,194,48,146,5026.343740874539
2022-01-29 13:00:00,,Saturday,168,66,102,1963.327008357247
2022-01-29 14:00:00,,Saturday,189,25,164,4532.867415031201
2022-01-29 15:00:00,,Saturday,175,110,65,2647.518765091849
2022-01-29 16:00:00,,Saturday,233,203,30,3065.974553821598
2022-01-29 17:00:00,,Saturday,246,106,140,2058.7735341943444
2022-01-29 18:00:00,,Saturday,248,218,30,6164.720085173598
2022-01-29 19:00:00,,Saturday,239,60,179,5048.653145330595
2022-01-29 20:00:00,,Saturday,192,109,83,2350.8457700819426
2022-01-29 21:00:00,,Saturday,225,25,200,1988.8528725964022
2022-01-29 22:00:00,,Saturday,210,0,210,2123.114622217873
2022-01-30 11:00:00,,Sunday,149,106,43,3285.9323199909268
2022-01-30 12:00:00,,Sunday,160,90,70,1298.1795524694621
2022-01-30 13:00:00,,Sunday,231,92,139,3429.3825219972937
2022-01-30 14:00:00,,Sunday,151,9,142,3230.4080972655793
2022-01-30 15:00:00,,Sunday,224,92,132,3331.5691967726434
2022-01-30 16:00:00,,Sunday,147,138,9,3082.6236345497277
2022-01-30 17:00:00,,Sunday,234,28,206,4488.388410916622
2022-01-30 18:00:00,,Sunday,239,122,117,4636.280727187494
2022-01-30 19:00:00,,Sunday,197,185,12,2663.3466303804157
2022-01-30 20:00:00,,Sunday,147,51,96,1759.499513206371
2022-01-30 21:00:00,,Sunday,178,78,100,3715.472799355842
2022-01-30 22:00:00,,Sunday,145,58,87,2251.2423559899703
2022-01-31 11:00:00,,Monday,229,23,206,5713.171951741399
2022-01-31 12:00:00,,Monday,163,114,49,2998.6000044307484
2022-01-31 13:00:00,,Monday,137,52,85,2497.1888810589585
2022-01-31 14:00:00,,Monday,225,74,151,5510.8125164703115
2022-01-31 15:00:00,,Monday,189,13,176,1661.9642956256337
2022-01-31 16:00:00,,Monday,99,13,86,1477.4740888713525
2022-01-31 17:00:00,,Monday,162,50,112,2267.2046695637227
2022-01-31 18:00:00,,Monday,200,188,12,4197.207432164342
2022-01-31 19:00:00,,Monday,224,168,56,4272.222254401238
2022-01-31 20:00:00,,Monday,190,65,125,2382.5666814615784
2022-01-31 21:00:00,,Monday,248,198,50,2453.2116290007402
2022-01-31 22:00:00,,Monday,235,202,33,4930.268200871779
2022-02-01 11:00:00,Chinese New Year 2022,Tuesday,200,38,162,5188.523141209981
2022-02-01 12:00:00,Chinese New Year 2022,Tuesday,232,51,181,2580.2193132340144
2022-02-01 13:00:00,Chinese New Year 2022,Tuesday,131,111,20,3326.681537564151
2022-02-01 14:00:00,Chinese New Year 2022,Tuesday,142,30,112,1080.3686067091237
2022-02-01 15:00:00,Chinese New Year 2022,Tuesday,208,17,191,5210.735862707894
2022-02-01 16:00:00,Chinese New Year 2022,Tuesday,235,52,183,6215.5490770052975
2022-02-01 17:00:00,Chinese New Year 2022,Tuesday,154,120,34,3233.2003847703386
2022-02-01 18:00:00,Chinese New Year 2022,Tuesday,168,57,111,4123.572761668509
2022-02-01 19:00:00,Chinese New Year 2022,Tuesday,157,19,138,4076.406906926945
2022-02-01 20:00:00,Chinese New Year 2022,Tuesday,228,109,119,1924.0692425047505
2022-02-01 21:00:00,Chinese New Year 2022,Tuesday,200,100,100,4930.7536070776205
2022-02-01 22:00:00,Chinese New Year 2022,Tuesday,178,61,117,4255.184974322408
2022-02-02 11:00:00,,Wednesday,152,2,150,3842.5490464385225
2022-02-02 12:00:00,,Wednesday,180,18,162,2260.7482599204377
2022-02-02 13:00:00,,Wednesday,206,140,66,2354.668078888504
2022-02-02 14:00:00,,Wednesday,184,127,57,1320.5521119512753
2022-02-02 15:00:00,,Wednesday,162,141,21,3384.3427276756784
2022-02-02 16:00:00,,Wednesday,72,8,64,1098.352530012354
2022-02-02 17:00:00,,Wednesday,137,38,99,1762.785558235267
2022-02-02 18:00:00,,Wednesday,250,242,8,2916.150187900165
2022-02-02 19:00:00,,Wednesday,218,22,196,5701.302152810454
2022-02-02 20:00:00,,Wednesday,174,158,16,1787.6909887827871
2022-02-02 21:00:00,,Wednesday,234,227,7,4758.606455421597
2022-02-02 22:00:00,,Wednesday,154,54,100,1805.5058677252705
2022-02-03 11:00:00,,Thursday,244,195,49,3575.5975098023982
2022-02-03 12:00:00,,Thursday,229,76,153,2203.2372904623408
2022-02-03 13:00:00,,Thursday,202,36,166,1737.562151327104
2022-02-03 14:00:00,,Thursday,248,231,17,5015.813420732156
2022-02-03 15:00:00,,Thursday,188,115,73,1728.8730205899656
2022-02-03 16:00:00,,Thursday,104,59,45,1262.3948654351145
2022-02-03 17:00:00,,Thursday,238,138,100,2976.158285350185
2022-02-03 18:00:00,,Thursday,179,158,21,4108.746930711804
2022-02-03 19:00:00,,Thursday,244,173,71,6285.820632917582
2022-02-03 20:00:00,,Thursday,223,198,25,4549.9864637737755
2022-02-03 21:00:00,,Thursday,203,146,57,1869.3772916012845
2022-02-03 22:00:00,,Thursday,223,196,27,5664.478529783555
2022-02-04 11:00:00,,Friday,197,122,75,2524.4448418138973
